Product,ASIN,Announced,Size,Resolution,OS,Chipset,Memory,Rear Camera,Front Camera,Weight,Battery,URL
"Apple iPhone 7 , Fully Unlocked, 32GB - Rose Gold (Certified Refurbished)",B0731HBTZ7,"2016, September","4.7 inches, 60.9 cm2 (~65.6% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","iOS 10.0.1, upgradable to iOS 11.4.1",Apple A10 Fusion,"32/128/256 GB, 2 GB RAM","12 MP, f/1.8, 28mm, 1/3"", OIS, PDAF","7 MP, f/2.2, 32mm",138 g (4.87 oz),1960 mAh,https://www.gsmarena.com/apple_iphone_7-8064.php
Samsung Galaxy S9 Unlocked Smartphone - Coral Blue - US Warranty,B079JSZ1Z2,"2018, February","5.8 inches, 84.8 cm2 (~83.6% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~570 ppi density)",Android 8.0 (Oreo),Qualcomm SDM845 Snapdragon 845,"64/128/256 GB, 4 GB RAM","12 MP, f/1.5-2.4, 26mm, 1/2.5"", 1.4ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Âµm, OIS, dual pixel PDAF","8 MP, f/1.7, 25mm, 1/3.6"", 1.22ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Âµm, AF",163 g (5.75 oz),3000 mAh,https://www.gsmarena.com/samsung_galaxy_s9-8966.php#g960u
Apple iPhone 6 a1549 16GB Space Gray Unlocked (Certified Refurbished),B00YD547Q6,"2014, September","4.7 inches, 60.9 cm2 (~65.8% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","iOS 8, upgradable to iOS 11.4.1",Apple A8,"16/32/64/128 GB, 1 GB RAM DDR3","8 MP, f/2.2, 29mm, 1/3"", 1.5ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Âµm, PDAF","1.2 MP, f/2.2, 31mm",129 g (4.55 oz),1810 mAh,https://www.gsmarena.com/apple_iphone_6-6378.php
"BLU Grand XL - Unlocked Smartphone -5.5"" Display, 8GB +1GB RAM -Rose Gold",B074ZRWD4C,"2017, June","5.5 inches, 83.4 cm2 (~67.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 7.0 (Nougat),Mediatek MT6580,"8 GB, 1 GB RAM","8 MP, AF",5 MP,187 g (6.60 oz),2650 mAh,https://www.gsmarena.com/blu_grand_xl-8731.php
"Motorola Moto G6 Factory Unlocked Phone - 5.7"" Screen - 32GB - Black (U.S. Warranty)",B079Z792J7,"2018, April","5.7 inches, 83.8 cm2 (~75.4% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~424 ppi density)","Android 8.0 (Oreo), planned upgrade to Android 9.0 (Pie)",Qualcomm SDM450 Snapdragon 450,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM","12 MP, f/1.8, 1.4ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Âµm, PDAF
5 MP, f/2.2, depth sensor","8 MP or 16 MP, f/2.2",167 g (5.89 oz),3000 mAh,https://www.gsmarena.com/motorola_moto_g6-9000.php
"NUU Mobile G3 5.7"" 64GB Unlocked Cell Phone - 4GB Ram Dual-SIM GSM 4G LTE - Dual Camera 13 MP Fingerprint ID Fast Charge",B079MBRDNN,,,,,,,,,,,
"Huawei Mate 10 Pro Unlocked Phone, 6"" 6GB/128GB, AI Processor, Dual Leica Camera, Water Resistant IP67, GSM Only - Mocha Brown (US Warranty)",B07C6FCC8G,"2017, October","6.0 inches, 92.9 cm2 (~80.9% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",Android 8.0 (Oreo),HiSilicon Kirin 970,"128 GB, 6 GB RAM or 64 GB, 4 GB RAM","12 MP, f/1.6, 27mm, 1/2.9"", 1.25ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Âµm, OIS, PDAF & laser AF
20 MP B/W, f/1.6, 27mm, 2x lossless zoom, OIS, PDAF & laser AF","8 MP, f/2.0, 26mm, 1/3.2"", 1.4ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Âµm, AF",178 g (6.28 oz),4000 mAh,https://www.gsmarena.com/huawei_mate_10_pro-8854.php
"Apple iPhone 6, Fully Unlocked, 16GB - Silver (Certified Refurbished)",B0711LDLWJ,"2014, September","4.7 inches, 60.9 cm2 (~65.8% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","iOS 8, upgradable to iOS 11.4.1",Apple A8,"16/32/64/128 GB, 1 GB RAM DDR3","8 MP, f/2.2, 29mm, 1/3"", 1.5ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Âµm, PDAF","1.2 MP, f/2.2, 31mm",129 g (4.55 oz),1810 mAh,https://www.gsmarena.com/apple_iphone_6-6378.php
"Apple iPhone SE 16 GB Factory Unlocked, Space Gray (Certified Refurbished)",B01GXAT0BK,"2016, March","4.0 inches, 44.1 cm2 (~60.8% screen-to-body ratio)","640 x 1136 pixels, 16:9 ratio (~326 ppi density)","iOS 9.3.2, upgradable to iOS 11.4.1",Apple A9,"16/32/64/128 GB, 2 GB RAM","12 MP, f/2.2, 29mm, 1/3"", 1.22ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Âµm, PDAF","1.2 MP, f/2.4, 31mm",113 g (3.99 oz),1624 mAh,https://www.gsmarena.com/apple_iphone_se-7969.php
"Apple iPhone 7, GSM Unlocked, 128GB - Black (Certified Refurbished)",B01N9YV6DL,"2016, September","4.7 inches, 60.9 cm2 (~65.6% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","iOS 10.0.1, upgradable to iOS 11.4.1",Apple A10 Fusion,"32/128/256 GB, 2 GB RAM","12 MP, f/1.8, 28mm, 1/3"", OIS, PDAF","7 MP, f/2.2, 32mm",138 g (4.87 oz),1960 mAh,https://www.gsmarena.com/apple_iphone_7-8064.php
"Samsung Galaxy J7 Pro (32GB) J730G/DS - 5.5"" Full HD Dual SIM Unlocked Phone with Finger Print Sensor (US & Latin 4G LTE) (Pink)",B0756RR5XY,"2017, June","5.5 inches, 83.4 cm2 (~73.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 7.0 (Nougat), planned upgrade to Android 8.0 (Oreo)",Exynos 7870 Octa,"32/64 GB, 3 GB RAM","13 MP, AF, f/1.7, 27mm","13 MP, f/1.9, 28mm",181 g (6.38 oz),3600 mAh,https://www.gsmarena.com/samsung_galaxy_j7_pro-8561.php
Samsung Galaxy S9 Unlocked - 64gb - Midnight Black - US Warranty (Certified Refurbished),B07C65XFBB,"2018, February","5.8 inches, 84.8 cm2 (~83.6% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~570 ppi density)",Android 8.0 (Oreo),Qualcomm SDM845 Snapdragon 845,"64/128/256 GB, 4 GB RAM","12 MP, f/1.5-2.4, 26mm, 1/2.5"", 1.4ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Âµm, OIS, dual pixel PDAF","8 MP, f/1.7, 25mm, 1/3.6"", 1.22ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Âµm, AF",163 g (5.75 oz),3000 mAh,https://www.gsmarena.com/samsung_galaxy_s9-8966.php#g960u
Moto G PLUS (5th Generation) - 32 GB - Unlocked - Lunar Gray - Prime Exclusive,B0785NN142,"2017, August","5.5 inches, 83.4 cm2 (~71.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 7.1 (Nougat), planned upgrade to Android 8.0 (Oreo)",Qualcomm MSM8953 Snapdragon 625,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM","13 MP, f/2.0, AF
13 MP, depth sensor","8 MP, f/2.0",168 g (5.93 oz),3000 mAh,https://www.gsmarena.com/motorola_moto_g5s_plus-8699.php#xt1806
"Apple Iphone 5s, 16GB - Unlocked (Space Gray)",B00F3J4B5S,"2013, September","4.0 inches, 44.1 cm2 (~60.8% screen-to-body ratio)","640 x 1136 pixels, 16:9 ratio (~326 ppi density)","iOS 7, upgradable to iOS 11.4.1",Apple A7,"16/32/64 GB, 1 GB RAM DDR3","8 MP, f/2.2, 29mm, 1/3"", 1.5ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Âµm, AF","1.2 MP, f/2.4, 31mm",112 g (3.95 oz),1560 mAh,https://www.gsmarena.com/apple_iphone_5s-5685.php
"Samsung Galaxy J3 Pro (2017) J330F/DS 16GB Gold, 5"", Dual Sim, GSM Unlocked International Model, No Warranty",B075358NQF,"2016, June","5.0 inches, 68.9 cm2 (~68.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1 (Lollipop),Qualcomm MSM8916 Snapdragon 410,"16 GB, 2 GB RAM","8 MP, AF, f/2.2","5 MP, f/2.2",139 g (4.90 oz),2600 mAh,https://www.gsmarena.com/samsung_galaxy_j3_pro-8126.php
"Samsung Galaxy J2 Prime (16GB) 5.0"" 4G LTE GSM Dual SIM Factory Unlocked International Version, No Warranty G532M/DS Pink gold",B07C2CVRN2,"2016, November","5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6737T,"8 GB, 1.5 GB RAM","8 MP, AF, f/2.2","5 MP, f/2.2",160 g (5.64 oz),2600 mAh,https://www.gsmarena.com/samsung_galaxy_j2_prime-8424.php
"Apple iPhone 7 Plus, GSM Unlocked, 128GB - Rose Gold (Certified Refurbished)",B01N5XMF48,"2016, September","5.5 inches, 83.4 cm2 (~67.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","iOS 10.0.1, upgradable to iOS 11.4.1",Apple A10 Fusion,"32/128/256 GB, 3 GB RAM","12 MP, f/1.8, 28mm, 1/3"", OIS, PDAF
12 MP, f/2.8, 56mm, 1/3.6"", 2x optical zoom, AF","7 MP, f/2.2, 32mm",188 g (6.63 oz),2900 mAh,https://www.gsmarena.com/apple_iphone_7_plus-8065.php
"Apple iPhone 7 , GSM Unlocked, 128GB - Rose Gold (Certified Refurbished)",B01MSEPCPU,"2016, September","4.7 inches, 60.9 cm2 (~65.6% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","iOS 10.0.1, upgradable to iOS 11.4.1",Apple A10 Fusion,"32/128/256 GB, 2 GB RAM","12 MP, f/1.8, 28mm, 1/3"", OIS, PDAF","7 MP, f/2.2, 32mm",138 g (4.87 oz),1960 mAh,https://www.gsmarena.com/apple_iphone_7-8064.php
BLU R1 HD - 8 GB - Black,B01FGHTGNI,"2016, June","5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6735,"16 GB, 2 GB RAM or 8 GB, 1 GB RAM","8 MP, f/2.0, 1/4"", 1.12ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Âµm, AF",5 MP,142 g (5.01 oz),2500 mAh,https://www.gsmarena.com/blu_r1_hd-8171.php
"Samsung Galaxy Note9 Factory Unlocked Phone with 6.4"" Screen and 128GB (U.S. Warranty) with DeX Pad & Wireless Charger Duo",B07G81NNP6,"2018, August","6.4 inches, 103.2 cm2 (~83.4% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~516 ppi density)",Android 8.1 (Oreo),Qualcomm SDM845 Snapdragon 845,"512 GB, 8 GB RAM or 128 GB, 6 GB RAM","12 MP, f/1.5-2.4, 26mm, 1/2.55"", 1.4ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Âµm, dual pixel PDAF, OIS
12 MP, f/2.4, 52mm, 1/3.4"", 1ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Âµm, AF, OIS, 2x optical zoom","8 MP, f/1.7, 25mm, 1/3.6"", 1.22ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Âµm, AF",201 g (7.09 oz),4000 mAh,https://www.gsmarena.com/samsung_galaxy_note9-9163.php
"BLU VIVO XI+ - 6.2ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€šÃ‚Â Full HD+ Display Smartphone, 128GB+6GB RAM, AI Dual Cameras -Black",B07FWNFT8L,"2018, August","6.2 inches, 96.9 cm2 (~82.8% screen-to-body ratio)","1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density)","Android 8.1 (Oreo), planned upgrade to Android 9.0 (Pie)",Mediatek MT6771 Helio P60,"128 GB, 6 GB RAM or 64 GB, 4 GB RAM","16 MP, f/2.0, 1/3"", 1.10Ãƒâ€šÃ‚Âµm, PDAF
5 MP, 1/5"", 1.12Ãƒâ€šÃ‚Âµm, depth sensor","16 MP, 1/3"", 1.10Ãƒâ€šÃ‚Âµm",199 g (7.02 oz),3050 mAh,https://www.gsmarena.com/blu_vivo_xi+-9307.php
"Nokia 3310 3G - Unlocked Feature Phone (AT&T/T-Mobile/MetroPCS/Cricket/H2O) - 2.4"" Screen - Charcoal - U.S. Warranty",B075FL4H89,"2018, January","2.4 inches, 17.8 cm2 (~29.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,"512 MB, 256 MB RAM",2 MP,No,88.1 g (3.10 oz),1200 mAh,https://www.gsmarena.com/nokia_3310_4g-9046.php
BLU Advance A6 -Unlocked Dual Sim Smartphone - 6.0ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€šÃ‚Â HD Display - Gold,B07BSCFGVS,,,,,,,,,,,
"Apple iPhone 6 16 GB Unlocked, Gold (Certified Refurbished)",B01BI2XQ5O,"2014, September","4.7 inches, 60.9 cm2 (~65.8% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","iOS 8, upgradable to iOS 11.4.1",Apple A8,"16/32/64/128 GB, 1 GB RAM DDR3","8 MP, f/2.2, 29mm, 1/3"", 1.5Ãƒâ€šÃ‚Âµm, PDAF","1.2 MP, f/2.2, 31mm",129 g (4.55 oz),1810 mAh,https://www.gsmarena.com/apple_iphone_6-6378.php
LG G6 ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ 32 GB ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ Unlocked (AT&T/T-Mobile/Verizon) ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ Black ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ Prime Exclusive,B07D2JL7TS,"2018, February","5.8 inches, 84.8 cm2 (~83.6% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~570 ppi density)",Android 8.0 (Oreo),Qualcomm SDM845 Snapdragon 845,"64/128/256 GB, 4 GB RAM","12 MP, f/1.5-2.4, 26mm, 1/2.5"", 1.4Ãƒâ€šÃ‚Âµm, OIS, dual pixel PDAF","8 MP, f/1.7, 25mm, 1/3.6"", 1.22Ãƒâ€šÃ‚Âµm, AF",163 g (5.75 oz),3000 mAh,https://www.gsmarena.com/samsung_galaxy_s9-8966.php#g960u
LG K30 ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ 16 GB ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ Unlocked (AT&T/T-Mobile/Verizon) ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ Black ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ Prime Exclusive Phone,B07CSWV219,"2018, May","5.3 inches, 77.4 cm2 (~69.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~277 ppi density)",Android 7.1 (Nougat),Qualcomm MSM8917 Snapdragon 425,"32 GB, 2 GB RAM","13 MP, PDAF",5 MP,168.1 g (5.93 oz),2880 mAh,https://www.gsmarena.com/lg_k30-9190.php
Samsung Galaxy S9 Unlocked Smartphone - Lilac Purple - US Warranty,B079H6L4V2,"2018, February","5.8 inches, 84.8 cm2 (~83.6% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~570 ppi density)",Android 8.0 (Oreo),Qualcomm SDM845 Snapdragon 845,"64/128/256 GB, 4 GB RAM","12 MP, f/1.5-2.4, 26mm, 1/2.5"", 1.4Ãƒâ€šÃ‚Âµm, OIS, dual pixel PDAF","8 MP, f/1.7, 25mm, 1/3.6"", 1.22Ãƒâ€šÃ‚Âµm, AF",163 g (5.75 oz),3000 mAh,https://www.gsmarena.com/samsung_galaxy_s9-8966.php#g960u
Apple iPhone 8 64GB Space Gray (Unlocked),B0775MV9K2,"2017, September","4.7 inches, 60.9 cm2 (~65.4% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","iOS 11, upgradable to iOS 11.4.1",Apple A11 Bionic,"64/256 GB, 2 GB RAM","12 MP, f/1.8, 28mm, OIS, PDAF","7 MP, f/2.2",148 g (5.22 oz),1821 mAh,https://www.gsmarena.com/apple_iphone_8-8573.php#a1863
"Samsung Galaxy Note9 Factory Unlocked Phone with 6.4"" Screen and 512GB (U.S. Warranty) with DeX Pad & Wireless Charger Duo",B07G7FJ8T3,"2018, August","6.4 inches, 103.2 cm2 (~83.4% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~516 ppi density)",Android 8.1 (Oreo),"Exynos 9810 Octa - EMEAQualcomm SDM845 Snapdragon 845 - USA/LATAM, China","512 GB, 8 GB RAM or 128 GB, 6 GB RAM","12 MP, f/1.5-2.4, 26mm, 1/2.55"", 1.4Ã‚Âµm, dual pixel PDAF, OIS
12 MP, f/2.4, 52mm, 1/3.4"", 1Ã‚Âµm, AF, OIS, 2x optical zoom","8 MP, f/1.7, 25mm, 1/3.6"", 1.22Ã‚Âµm, AF",201 g (7.09 oz),4000 mAh,https://www.gsmarena.com/samsung_galaxy_note9-9163.php
"Apple iPhone 6 Plus, GSM Unlocked, 16GB - Space Gray (Certified Refurbished)",B00YD54J8W,"2014, September","5.5 inches, 83.4 cm2 (~67.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","iOS 8, upgradable to iOS 11.4.1",Apple A8,"16/64/128 GB, 1 GB RAM DDR3","8 MP, f/2.2, 29mm, 1/3"", 1.5Ã‚Âµm, OIS, PDAF","1.2 MP, f/2.2, 31mm",172 g (6.07 oz),2915 mAh,https://www.gsmarena.com/apple_iphone_6_plus-6665.php
"Google Pixel XL, Quite Black 32GB - Verizon + Unlocked GSM (Certified Refurbished)",B071ZN4K8V,"2016, October","5.5 inches, 83.4 cm2 (~71.2% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)","Android 7.1 (Nougat), upgradable to Android 9.0 (Pie)",Qualcomm MSM8996 Snapdragon 821,"32/128 GB, 4 GB RAM","12.3 MP, f/2.0, 1/2.3"", 1.55Ã‚Âµm, PDAF & laser AF","8 MP, f/2.4, 1/3.2"", 1.4Ã‚Âµm",168 g (5.93 oz),3450 mAh,https://www.gsmarena.com/google_pixel_xl-8345.php#usa-na
Google Pixel Phone 128 GB - 5 inch Display (Factory Unlocked US Version) (Quite Black),B01LZ2SO4L,"2016, October","5.0 inches, 68.9 cm2 (~69.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Android 7.1 (Nougat), upgradable to Android 9.0 (Pie)",Qualcomm MSM8996 Snapdragon 821,"32/128 GB, 4 GB RAM","12.3 MP, f/2.0, 1/2.3"", 1.55Ã‚Âµm, PDAF & laser AF","8 MP, f/2.4, 1/3.2"", 1.4Ã‚Âµm",143 g (5.04 oz),2770 mAh,https://www.gsmarena.com/google_pixel-8346.php#usa-na
"Apple iPhone SE 16 GB  Unlocked, Gold (Certified Refurbished)",B01GXAT09C,"2016, March","4.0 inches, 44.1 cm2 (~60.8% screen-to-body ratio)","640 x 1136 pixels, 16:9 ratio (~326 ppi density)","iOS 9.3.2, upgradable to iOS 11.4.1",Apple A9,"16/32/64/128 GB, 2 GB RAM","12 MP, f/2.2, 29mm, 1/3"", 1.22Ã‚Âµm, PDAF","1.2 MP, f/2.4, 31mm",113 g (3.99 oz),1624 mAh,https://www.gsmarena.com/apple_iphone_se-7969.php
BLU Tank II T193 Unlocked GSM Dual-SIM Cell Phone w/Camera and 1900 mAh Big Battery - Unlocked Cell Phones - Retail Packaging - Black Red,B00O5EU7TQ,,,,,,,,,,,
"Motorola Moto G6 Play Factory Unlocked Phone - 5.7"" Screen - 32GB - Deep Indigo (U.S. Warranty)",B079Z793SM,"2018, April","5.7 inches, 83.8 cm2 (~75.2% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)","Android 8.0 (Oreo), planned upgrade to Android 9.0 (Pie)",Qualcomm MSM8937 Snapdragon 430Qualcomm MSM8920 Snapdragon 427 - USA,"32 GB, 3 RAM or 16 GB, 2 GB RAM","13 MP, f/2.0, 1.12Ã‚Âµm, PDAF","5 MP (USA)
8 MP (other markets)",175 g (6.17 oz),4000 mAh,https://www.gsmarena.com/motorola_moto_g6_play-9002.php#usa
"Apple iPhone 6S 64GB GSM Unlocked, Gold (Certified Refurbished)",B01CR1JNAC,"2015, September","4.7 inches, 60.9 cm2 (~65.6% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","iOS 9, upgradable to iOS 11.4.1",Apple A9,"16/32/64/128 GB, 2 GB RAM","12 MP, f/2.2, 29mm, 1/3"", 1.22Ã‚Âµm, PDAF","5 MP, f/2.2, 31mm",143 g (5.04 oz),1715 mAh,https://www.gsmarena.com/apple_iphone_6s-7242.php
"Apple iPhone SE 64 GB Unlocked, Rose Gold (Certified Refurbished)",B01L1BOQT2,"2016, March","4.0 inches, 44.1 cm2 (~60.8% screen-to-body ratio)","640 x 1136 pixels, 16:9 ratio (~326 ppi density)","iOS 9.3.2, upgradable to iOS 11.4.1",Apple A9,"16/32/64/128 GB, 2 GB RAM","12 MP, f/2.2, 29mm, 1/3"", 1.22Ã‚Âµm, PDAF","1.2 MP, f/2.4, 31mm",113 g (3.99 oz),1624 mAh,https://www.gsmarena.com/apple_iphone_se-7969.php
"Samsung Galaxy J2 Prime (16GB) 5.0"" 4G LTE GSM Dual SIM Factory Unlocked International Version, No Warranty G532M/DS (Silver)",B079J5BLZP,"2016, November","5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6737T,"8 GB, 1.5 GB RAM","8 MP, AF, f/2.2","5 MP, f/2.2",160 g (5.64 oz),2600 mAh,https://www.gsmarena.com/samsung_galaxy_j2_prime-8424.php#g532mds
